name_from;name_to;by_way;distance;class_1;class_2;class_3;class_4;class_5
AIX SUD;CHATUZANGE BARRIERE;;160;20.5;31.4;44.8;58.6;10.2
AIX SUD;ISLE D'ABEAU CENTRE;;64;9.4;13.9;20.4;27.8;4.5
AIX SUD;LA BAUME D'HOSTUN;;144;16.5;27;37.5;50.9;8.9
AIX SUD;LA TOUR DU PIN;;49;6.8;10.8;15.2;20.3;3.5
AIX SUD;LES ABRETS;;34;5.3;7.7;11.5;15.4;2.3
AIX SUD;MOIRANS NORD;;94;11.3;17.1;24.7;33.1;5.4
AIX SUD;RIVES;;79;9.7;14.7;21;27.7;4.5
AIX SUD;RUMILLY;;20;2.4;3.8;5.2;6.9;1.2
AIX SUD;SAINT GENIX SUR GUIERS;;30;4.8;6.7;10.4;13.5;2
AIX SUD;SAINT MARCELLIN;;131;15.1;24.3;34.1;45.4;7.4
AIX SUD;SEYNOD SUD;;27;3.2;4.9;6.8;9.4;1.5
AIX SUD;ST MARTIN BELLEVUE A41 N;;64;13.3;22.8;33.3;43;7.1
AIX SUD;ST MARTIN BELLEVUE A410;;70;8.3;12.8;17.9;24.4;4.3
AIX SUD;ST QUENTIN FAL. BARRIERE;;95;14;21.1;31.5;40.8;6.6
AIX SUD;ST QUENTIN FAL. BRETELLE;;74;10.4;16.3;23.7;32.3;5
AIX SUD;TULLINS;;107;12.5;19.3;27.7;37;6
AIX SUD;VILLEFONTAINE;;70;9.7;14.6;21.4;29.2;4.8
AIX SUD;VINAY;;121;14;21.9;31.1;41;6.8
AIX SUD;VOIRON;;90;10.4;16.2;23.3;31.1;5
AIX SUD;VOREPPE BARRIERE;;114;13.1;20.4;28.9;38.9;6.4
ALLONZIER;AIGUEBELETTE;;62;8.4;12.4;17.8;23.6;4.3
ALLONZIER;AIX NORD;4309127,788223237,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,4812432,622012140,1425013785;38;4.5;6.7;9.3;12.9;2.1
ALLONZIER;AIX SUD;;45;5.1;7.5;10.6;14.9;2.6
ALLONZIER;ANNECY CENTRE;4309127,788223237,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,893974153,23793990,97371100,26430195,691101934,691101936,893974158,691101935,849287423;12;1.8;2.4;4.2;4.7;0.8
ALLONZIER;ANNECY NORD;4309127,788223237,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,611966216,144636175,23797391,771372641,49047225,409120892,49047226,49047227,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,464231147,768096635,300061994,97371052,97371089,97371071,97371068,35921962,895193127,468901357,766204620,895193121,440033908,440033907,529198795,529198792;7;1;1.4;2.2;3;0.5
ALLONZIER;BOURGOIN;4309127,788223237,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707065,717384713,609707067,661560696,243571306,50318108,50318107,558294852;103;13.2;19.8;28.3;39;6.5
ALLONZIER;CHAMBERY NORD;4309127,788223237,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,4157338,25673603,25673602,366071463,241281802,241281803,232546573,232546550,366772079;52;6.8;10.5;14.8;19.8;3.2
ALLONZIER;CHATUZANGE BARRIERE;4309127,788223237,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4389834,24818549,862367228,127624187,127624192,127624189,127624188,862365793,862365795,862365799,862365800,862365801,24818555,24818556,862364848,862364847,222437936,222437939,862364850,4389830,244831904,244831907,509079634,509079631,4389824,4389827,225059379,862362722,862362721,862362724,4443997,4443998,4686347,862362726,862362725,862362723,84622668,97020289,97020288,1125418699;205;25.3;38.7;54.3;72;12.9
ALLONZIER;ISLE D'ABEAU CENTRE;4309127,788223237,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,609314018,609314016,609314014,3819278,50313609,50313610,651201488,651486155;109;14.1;21.1;31.1;41;6.7
ALLONZIER;LA BAUME D'HOSTUN;4309127,788223237,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4389834,24818549,862367228,127624187,127624192,127624189,127624188,862365793,862365795,862365799,862365800,862365801,24818555,24818556,862364848,862364847,222437936,222437939,862364850,4389830,244831904,244831907,509079634,509079631,4389824,4389827,225059379,862362722,862362721,862362724,4443997,4443998,4443992,180709547,180709558,966001875,966001874;189;21.2;33.3;47.1;63.6;10.8
ALLONZIER;LA TOUR DU PIN;4309127,788223237,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,661562061,144636174,558294847,371653217;94;11.8;18.5;26.8;34.8;5.8
